sku,product,attribute_id,attribute,value_id,value,"default value"
027,Stickers,14,size,1596,sticker_square_7,sticker_circle_3
027,Stickers,14,size,1597,sticker_square_8,sticker_circle_3
027,Stickers,14,size,1598,sticker_square_9,sticker_circle_3
027,Stickers,14,size,1599,sticker_square_10,sticker_circle_3
027,Stickers,14,size,1345,sticker_rectangle_10x5,sticker_circle_3
027,Stickers,14,size,1346,sticker_rectangle_16x6,sticker_circle_3
027,Stickers,14,size,1347,sticker_rectangle_24x6,sticker_circle_3
027,Stickers,14,size,1601,sticker_ellipse_6x3,sticker_circle_3
027,Stickers,14,size,1602,sticker_ellipse_8x4,sticker_circle_3
027,Stickers,14,size,1348,sticker_ellipse_10x5,sticker_circle_3
027,Stickers,14,size,1605,sticker_label_5x3,sticker_circle_3
027,Stickers,14,size,1350,sticker_label_7x5,sticker_circle_3
027,Stickers,14,size,1351,sticker_star_5x5,sticker_circle_3
027,Stickers,14,size,1349,sticker_hexagon_5x5,sticker_circle_3
027,Stickers,14,size,1603,sticker_hexagon_7x7,sticker_circle_3
027,Stickers,30,fix_it,1131,fix_it_no,fix_it_no
027,Stickers,30,fix_it,1130,fix_it_yes,fix_it_no
028,"Print on Canvas",2,format,834,horizontal,horizontal
028,"Print on Canvas",2,format,835,vertical,horizontal
028,"Print on Canvas",2,format,929,square,horizontal
028,"Print on Canvas",4,colors,1400,print_color_colorful,print_color_colorful
028,"Print on Canvas",13,production_time,1134,industrial,budget
028,"Print on Canvas",13,production_time,754,budget,budget
028,"Print on Canvas",13,production_time,755,standard,budget
028,"Print on Canvas",13,production_time,756,express,budget
028,"Print on Canvas",14,size,1352,canvas_20x30,canvas_20x30
028,"Print on Canvas",14,size,1353,canvas_30x45,canvas_20x30
028,"Print on Canvas",14,size,1355,canvas_50x70,canvas_20x30
028,"Print on Canvas",14,size,1356,canvas_60x80,canvas_20x30
028,"Print on Canvas",14,size,1357,canvas_70x100,canvas_20x30
028,"Print on Canvas",14,size,1358,canvas_30x30,canvas_20x30
028,"Print on Canvas",14,size,1359,canvas_40x40,canvas_20x30
028,"Print on Canvas",30,fix_it,1131,fix_it_no,fix_it_no
028,"Print on Canvas",30,fix_it,1130,fix_it_yes,fix_it_no
029,Placemat,4,colors,1400,print_color_colorful,print_color_colorful
029,Placemat,13,production_time,1134,industrial,budget
029,Placemat,13,production_time,754,budget,budget
029,Placemat,13,production_time,755,standard,budget
029,Placemat,13,production_time,756,express,budget
029,Placemat,14,size,945,a3_ver_with_bleed,a3_ver_with_bleed
029,Placemat,30,fix_it,1131,fix_it_no,fix_it_no
029,Placemat,30,fix_it,1130,fix_it_yes,fix_it_no
029,Placemat,33,printed_side,1398,printed_side_simplex,printed_side_simplex
030,"Wall spiral calendar",1,paper,822,chromo_matte_300,chromo_matte_300
030,"Wall spiral calendar",2,format,834,horizontal,horizontal
030,"Wall spiral calendar",2,format,835,vertical,horizontal
030,"Wall spiral calendar",3,pages,976,calendar_14,calendar_14
030,"Wall spiral calendar",4,colors,1400,print_color_colorful,print_color_colorful
030,"Wall spiral calendar",13,production_time,754,budget,budget
030,"Wall spiral calendar",13,production_time,755,standard,budget
030,"Wall spiral calendar",13,production_time,1134,industrial,budget
030,"Wall spiral calendar",14,size,931,a4_hor_with_bleed,a4_hor_with_bleed
030,"Wall spiral calendar",14,size,945,a3_ver_with_bleed,a4_hor_with_bleed
030,"Wall spiral calendar",28,paper_inner_pages,958,paper_inner_pages_chromo_matte_220,paper_inner_pages_chromo_matte_220
030,"Wall spiral calendar",30,fix_it,1130,fix_it_yes,fix_it_no
030,"Wall spiral calendar",30,fix_it,1131,fix_it_no,fix_it_no
031,"Bath towel",4,colors,1400,print_color_colorful,print_color_colorful
031,"Bath towel",13,production_time,1134,industrial,industrial
031,"Bath towel",14,size,962,towel_10x10,towel_10x10
031,"Bath towel",15,product_color,799,towel_white,towel_white
031,"Bath towel",15,product_color,801,towel_green,towel_white
031,"Bath towel",15,product_color,963,towel_purple,towel_white
031,"Bath towel",15,product_color,964,towel_orange,towel_white
031,"Bath towel",15,product_color,965,towel_bordeaux,towel_white
031,"Bath towel",15,product_color,966,towel_blue,towel_white
031,"Bath towel",15,product_color,969,towel_azure,towel_white
031,"Bath towel",30,fix_it,1131,fix_it_no,fix_it_no
031,"Bath towel",30,fix_it,1130,fix_it_yes,fix_it_no
032,"Poster calendar",1,paper,822,chromo_matte_300,chromo_matte_300
032,"Poster calendar",2,format,835,vertical,vertical
032,"Poster calendar",4,colors,1400,print_color_colorful,print_color_colorful
032,"Poster calendar",6,lamination,842,lamination_1side_matte,lamination_1side_matte
032,"Poster calendar",6,lamination,844,lamination_1side_glossy,lamination_1side_matte
032,"Poster calendar",13,production_time,1134,industrial,budget
032,"Poster calendar",13,production_time,754,budget,budget
032,"Poster calendar",13,production_time,755,standard,budget
032,"Poster calendar",13,production_time,756,express,budget
032,"Poster calendar",14,size,945,a3_ver_with_bleed,a3_ver_with_bleed
032,"Poster calendar",30,fix_it,1131,fix_it_no,fix_it_no
032,"Poster calendar",30,fix_it,1130,fix_it_yes,fix_it_no
033,"Desk calendar",1,paper,822,chromo_matte_300,chromo_matte_300
033,"Desk calendar",3,pages,976,calendar_14,calendar_14
033,"Desk calendar",4,colors,1400,print_color_colorful,print_color_colorful
033,"Desk calendar",13,production_time,754,budget,budget
033,"Desk calendar",13,production_time,755,standard,budget
033,"Desk calendar",13,production_time,1134,industrial,budget
033,"Desk calendar",14,size,932,a5_hor_with_bleed,a5_hor_with_bleed
033,"Desk calendar",28,paper_inner_pages,958,paper_inner_pages_chromo_matte_220,paper_inner_pages_chromo_matte_220
033,"Desk calendar",30,fix_it,1130,fix_it_yes,fix_it_no
033,"Desk calendar",30,fix_it,1131,fix_it_no,fix_it_no
034,Hat,4,colors,1400,print_color_colorful,print_color_colorful
034,Hat,13,production_time,1134,industrial,industrial
034,Hat,14,size,970,hat_8x8,hat_8x8
034,Hat,15,product_color,971,hat_black,hat_black
034,Hat,15,product_color,972,hat_white,hat_black
034,Hat,15,product_color,973,hat_red,hat_black
034,Hat,15,product_color,974,hat_blue,hat_black
034,Hat,15,product_color,975,hat_olive,hat_black
034,Hat,30,fix_it,1131,fix_it_no,fix_it_no
034,Hat,30,fix_it,1130,fix_it_yes,fix_it_no
035,"Work pants",4,colors,1400,print_color_colorful,print_color_colorful
035,"Work pants",13,production_time,1134,industrial,industrial
035,"Work pants",14,size,962,towel_10x10,towel_10x10
035,"Work pants",15,product_color,977,work_pants_white,work_pants_white
035,"Work pants",15,product_color,978,work_pants_beige,work_pants_white
035,"Work pants",15,product_color,979,work_pants_blue,work_pants_white
035,"Work pants",15,product_color,980,work_pants_black,work_pants_white
035,"Work pants",23,clothing_size,869,size_s,size_s
035,"Work pants",23,clothing_size,870,size_m,size_s
035,"Work pants",23,clothing_size,871,size_l,size_s
035,"Work pants",23,clothing_size,872,size_xl,size_s
035,"Work pants",23,clothing_size,873,size_xxl,size_s
035,"Work pants",30,fix_it,1131,fix_it_no,fix_it_no
035,"Work pants",30,fix_it,1130,fix_it_yes,fix_it_no
036,Banner,4,colors,1400,print_color_colorful,print_color_colorful
036,Banner,13,production_time,1134,industrial,industrial
036,Banner,14,size,983,banner_100x50,banner_100x50
036,Banner,14,size,984,banner_150x100,banner_100x50
036,Banner,14,size,986,banner_200x200,banner_100x50
036,Banner,14,size,987,banner_300x50,banner_100x50
036,Banner,14,size,988,banner_300x200,banner_100x50
036,Banner,14,size,989,banner_400x300,banner_100x50
036,Banner,30,fix_it,1131,fix_it_no,fix_it_no
036,Banner,30,fix_it,1130,fix_it_yes,fix_it_no
037,Magnet,2,format,1581,roll_sticker_rectangle,roll_sticker_rectangle
037,Magnet,2,format,1583,roll_sticker_square,roll_sticker_rectangle
037,Magnet,4,colors,1400,print_color_colorful,print_color_colorful
037,Magnet,13,production_time,1134,industrial,industrial
037,Magnet,14,size,995,magnet_5x5,magnet_5x5
037,Magnet,14,size,1615,magnet_7x7,magnet_5x5
037,Magnet,14,size,996,magnet_9x5,magnet_5x5
037,Magnet,14,size,997,magnet_10x10,magnet_5x5
037,Magnet,14,size,998,magnet_10x15,magnet_5x5
037,Magnet,14,size,1616,magnet_15x15,magnet_5x5
037,Magnet,14,size,1617,magnet_20x9,magnet_5x5
037,Magnet,14,size,999,magnet_a5,magnet_5x5
037,Magnet,14,size,1618,magnet_a4,magnet_5x5
037,Magnet,30,fix_it,1131,fix_it_no,fix_it_no
037,Magnet,30,fix_it,1130,fix_it_yes,fix_it_no
038,"Dryfit shirt",2,format,765,front_small,front_small
038,"Dryfit shirt",2,format,852,front_big,front_small
038,"Dryfit shirt",2,format,853,front_small_back,front_small
038,"Dryfit shirt",2,format,854,front_big_back,front_small
038,"Dryfit shirt",2,format,855,back,front_small
038,"Dryfit shirt",4,colors,794,print_color_black,print_color_black
038,"Dryfit shirt",4,colors,796,print_color_white,print_color_black
038,"Dryfit shirt",13,production_time,1134,industrial,industrial
038,"Dryfit shirt",15,product_color,1009,dryfit_black,dryfit_black
038,"Dryfit shirt",15,product_color,1010,dryfit_dark_blue,dryfit_black
038,"Dryfit shirt",15,product_color,1011,dryfit_green,dryfit_black
038,"Dryfit shirt",15,product_color,1012,dryfit_grey,dryfit_black
038,"Dryfit shirt",15,product_color,1013,dryfit_pink,dryfit_black
038,"Dryfit shirt",15,product_color,1014,dryfit_red,dryfit_black
038,"Dryfit shirt",15,product_color,1015,dryfit_sky_blue,dryfit_black
038,"Dryfit shirt",15,product_color,1016,dryfit_white,dryfit_black
038,"Dryfit shirt",15,product_color,1017,dryfit_yellow,dryfit_black
038,"Dryfit shirt",23,clothing_size,869,size_s,size_m
038,"Dryfit shirt",23,clothing_size,870,size_m,size_m
038,"Dryfit shirt",23,clothing_size,871,size_l,size_m
038,"Dryfit shirt",23,clothing_size,872,size_xl,size_m
038,"Dryfit shirt",23,clothing_size,874,size_xxxl,size_m
038,"Dryfit shirt",30,fix_it,1131,fix_it_no,fix_it_no
038,"Dryfit shirt",30,fix_it,1130,fix_it_yes,fix_it_no
039,"Reusable bag",2,format,834,horizontal,horizontal
039,"Reusable bag",4,colors,794,print_color_black,print_color_black
039,"Reusable bag",4,colors,796,print_color_white,print_color_black
039,"Reusable bag",13,production_time,1134,industrial,industrial
039,"Reusable bag",14,size,817,a4,a4
039,"Reusable bag",15,product_color,1018,reusable_bag_black,reusable_bag_black
039,"Reusable bag",15,product_color,1019,reusable_bag_blue,reusable_bag_black
039,"Reusable bag",15,product_color,1020,reusable_bag_green,reusable_bag_black
039,"Reusable bag",15,product_color,1021,reusable_bag_orange,reusable_bag_black
039,"Reusable bag",15,product_color,1022,reusable_bag_purple,reusable_bag_black
039,"Reusable bag",15,product_color,1023,reusable_bag_red,reusable_bag_black
039,"Reusable bag",15,product_color,1024,reusable_bag_white,reusable_bag_black
039,"Reusable bag",30,fix_it,1131,fix_it_no,fix_it_no
039,"Reusable bag",30,fix_it,1130,fix_it_yes,fix_it_no
040,"Writing block",1,paper,820,woodfree_80,woodfree_80
040,"Writing block",2,format,835,vertical,vertical
040,"Writing block",4,colors,1400,print_color_colorful,print_color_colorful
040,"Writing block",13,production_time,754,budget,budget
040,"Writing block",13,production_time,1134,industrial,budget
040,"Writing block",14,size,1064,block_size_a5_v,block_size_a5_v
040,"Writing block",14,size,1065,block_size_a4_v,block_size_a5_v
040,"Writing block",14,size,1325,block_size_a6_v,block_size_a5_v
040,"Writing block",27,amount_in_block,913,amount_in_block_50,amount_in_block_50
040,"Writing block",27,amount_in_block,914,amount_in_block_100,amount_in_block_50
040,"Writing block",27,amount_in_block,915,amount_in_block_150,amount_in_block_50
040,"Writing block",30,fix_it,1131,fix_it_no,fix_it_no
040,"Writing block",30,fix_it,1130,fix_it_yes,fix_it_no
041,"Notebook glue",1,paper,822,chromo_matte_300,chromo_matte_300
041,"Notebook glue",1,paper,823,chromo_glossy_300,chromo_matte_300
041,"Notebook glue",3,pages,1054,notebook_pages_40,notebook_pages_40
041,"Notebook glue",3,pages,1056,notebook_pages_80,notebook_pages_40
041,"Notebook glue",4,colors,1400,print_color_colorful,print_color_colorful
041,"Notebook glue",5,pattern_inner_pages,1061,notebook_inner_blank,notebook_inner_lines
041,"Notebook glue",5,pattern_inner_pages,1062,notebook_inner_lines,notebook_inner_lines
041,"Notebook glue",5,pattern_inner_pages,1063,notebook_inner_grid,notebook_inner_lines
041,"Notebook glue",6,lamination,842,lamination_1side_matte,lamination_1side_matte
041,"Notebook glue",6,lamination,844,lamination_1side_glossy,lamination_1side_matte
041,"Notebook glue",6,lamination,933,lamination_no,lamination_1side_matte
041,"Notebook glue",13,production_time,754,budget,budget
041,"Notebook glue",13,production_time,755,standard,budget
041,"Notebook glue",13,production_time,1134,industrial,budget
041,"Notebook glue",14,size,1048,notebook_glue_40_a5,notebook_glue_40_a5
041,"Notebook glue",14,size,1049,notebook_glue_40_a4,notebook_glue_40_a5
041,"Notebook glue",14,size,1050,notebook_glue_80_a5,notebook_glue_40_a5
041,"Notebook glue",14,size,1051,notebook_glue_80_a4,notebook_glue_40_a5
041,"Notebook glue",28,paper_inner_pages,950,paper_inner_pages_woodfree_80,paper_inner_pages_woodfree_80
041,"Notebook glue",30,fix_it,1130,fix_it_yes,fix_it_no
041,"Notebook glue",30,fix_it,1131,fix_it_no,fix_it_no
042,"Notebook pin",1,paper,824,chromo_matte_220,chromo_matte_300
042,"Notebook pin",1,paper,825,chromo_glossy_220,chromo_matte_300
042,"Notebook pin",1,paper,822,chromo_matte_300,chromo_matte_300
042,"Notebook pin",1,paper,823,chromo_glossy_300,chromo_matte_300
042,"Notebook pin",3,pages,1054,notebook_pages_40,notebook_pages_40
042,"Notebook pin",4,colors,1400,print_color_colorful,print_color_colorful
042,"Notebook pin",5,pattern_inner_pages,1061,notebook_inner_blank,notebook_inner_lines
042,"Notebook pin",5,pattern_inner_pages,1062,notebook_inner_lines,notebook_inner_lines
042,"Notebook pin",5,pattern_inner_pages,1063,notebook_inner_grid,notebook_inner_lines
042,"Notebook pin",6,lamination,933,lamination_no,lamination_1side_matte
042,"Notebook pin",6,lamination,842,lamination_1side_matte,lamination_1side_matte
042,"Notebook pin",6,lamination,844,lamination_1side_glossy,lamination_1side_matte
042,"Notebook pin",13,production_time,754,budget,budget
042,"Notebook pin",13,production_time,755,standard,budget
042,"Notebook pin",13,production_time,1134,industrial,budget
042,"Notebook pin",14,size,1046,notebook_pin_a5,notebook_pin_a5
042,"Notebook pin",14,size,1047,notebook_pin_a4,notebook_pin_a5
042,"Notebook pin",28,paper_inner_pages,950,paper_inner_pages_woodfree_80,paper_inner_pages_woodfree_80
042,"Notebook pin",30,fix_it,1131,fix_it_no,fix_it_no
042,"Notebook pin",30,fix_it,1130,fix_it_yes,fix_it_no
043,"Notebook spiral",1,paper,822,chromo_matte_300,chromo_matte_300
043,"Notebook spiral",1,paper,823,chromo_glossy_300,chromo_matte_300
043,"Notebook spiral",3,pages,1057,notebook_spiral_pages_40,notebook_spiral_pages_40
043,"Notebook spiral",3,pages,1058,notebook_spiral_pages_80,notebook_spiral_pages_40
043,"Notebook spiral",4,colors,1400,print_color_colorful,print_color_colorful
043,"Notebook spiral",5,pattern_inner_pages,1061,notebook_inner_blank,notebook_inner_lines
043,"Notebook spiral",5,pattern_inner_pages,1062,notebook_inner_lines,notebook_inner_lines
043,"Notebook spiral",5,pattern_inner_pages,1063,notebook_inner_grid,notebook_inner_lines
043,"Notebook spiral",6,lamination,933,lamination_no,lamination_1side_matte
043,"Notebook spiral",6,lamination,842,lamination_1side_matte,lamination_1side_matte
043,"Notebook spiral",6,lamination,844,lamination_1side_glossy,lamination_1side_matte
043,"Notebook spiral",13,production_time,1134,industrial,budget
043,"Notebook spiral",13,production_time,754,budget,budget
043,"Notebook spiral",13,production_time,755,standard,budget
043,"Notebook spiral",13,production_time,756,express,budget
043,"Notebook spiral",14,size,1052,notebook_spiral_a5,notebook_spiral_a5
043,"Notebook spiral",14,size,1053,notebook_spiral_a4,notebook_spiral_a5
043,"Notebook spiral",16,spiral,1059,notebook_spiral_right,notebook_spiral_right
043,"Notebook spiral",16,spiral,1060,notebook_spiral_top,notebook_spiral_right
043,"Notebook spiral",28,paper_inner_pages,950,paper_inner_pages_woodfree_80,paper_inner_pages_woodfree_80
043,"Notebook spiral",30,fix_it,1131,fix_it_no,fix_it_no
043,"Notebook spiral",30,fix_it,1130,fix_it_yes,fix_it_no
044,"Nylon bag",4,colors,794,print_color_black,print_color_white
044,"Nylon bag",4,colors,796,print_color_white,print_color_white
044,"Nylon bag",13,production_time,754,budget,budget
044,"Nylon bag",13,production_time,1134,industrial,budget
044,"Nylon bag",14,size,1066,nylon_bag_20x18,nylon_bag_20x18
044,"Nylon bag",15,product_color,1088,product_color_white,pen_lime
044,"Nylon bag",15,product_color,866,pen_lime,pen_lime
044,"Nylon bag",15,product_color,886,pen_black,pen_lime
044,"Nylon bag",15,product_color,1017,dryfit_yellow,pen_lime
044,"Nylon bag",15,product_color,1089,nylon_bag_azure,pen_lime
044,"Nylon bag",15,product_color,1090,nylon_bag_dark_blue,pen_lime
044,"Nylon bag",30,fix_it,1131,fix_it_no,fix_it_no
044,"Nylon bag",30,fix_it,1130,fix_it_yes,fix_it_no
045,Mug,4,colors,794,print_color_black,print_color_white
045,Mug,4,colors,796,print_color_white,print_color_white
045,Mug,13,production_time,754,budget,budget
045,Mug,13,production_time,1134,industrial,budget
045,Mug,14,size,1067,mug_5x5,mug_5x5
045,Mug,15,product_color,1087,product_color_black,product_color_black
045,Mug,15,product_color,1088,product_color_white,product_color_black
045,Mug,15,product_color,1091,mug_blue,product_color_black
045,Mug,15,product_color,1092,mug_green,product_color_black
045,Mug,30,fix_it,1131,fix_it_no,fix_it_no
045,Mug,30,fix_it,1130,fix_it_yes,fix_it_no
046,"Neck pillow",4,colors,796,print_color_white,print_color_white
046,"Neck pillow",13,production_time,754,budget,budget
046,"Neck pillow",13,production_time,1134,industrial,budget
046,"Neck pillow",14,size,1068,neck_pillow_8.5x4,neck_pillow_8.5x4
046,"Neck pillow",30,fix_it,1130,fix_it_yes,fix_it_no
046,"Neck pillow",30,fix_it,1131,fix_it_no,fix_it_no
047,Headphones,4,colors,794,print_color_black,print_color_white
047,Headphones,4,colors,796,print_color_white,print_color_white
047,Headphones,13,production_time,754,budget,budget
047,Headphones,13,production_time,1134,industrial,budget
047,Headphones,14,size,1069,headphones_5x5,headphones_5x5
047,Headphones,15,product_color,1087,product_color_black,pen_red
047,Headphones,15,product_color,1088,product_color_white,pen_red
047,Headphones,15,product_color,809,pen_red,pen_red
047,Headphones,15,product_color,1093,headphones_blue,pen_red
047,Headphones,30,fix_it,1131,fix_it_no,fix_it_no
047,Headphones,30,fix_it,1130,fix_it_yes,fix_it_no
048,"Cellphone sticky pocket",4,colors,794,print_color_black,print_color_white
048,"Cellphone sticky pocket",4,colors,796,print_color_white,print_color_white
048,"Cellphone sticky pocket",13,production_time,754,budget,budget
048,"Cellphone sticky pocket",13,production_time,1134,industrial,budget
048,"Cellphone sticky pocket",14,size,1070,cellphone_sticky_pocket_4x5,cellphone_sticky_pocket_4x5
048,"Cellphone sticky pocket",15,product_color,797,shirt_dark_blue,shirt_dark_blue
048,"Cellphone sticky pocket",15,product_color,1087,product_color_black,shirt_dark_blue
048,"Cellphone sticky pocket",15,product_color,1088,product_color_white,shirt_dark_blue
048,"Cellphone sticky pocket",30,fix_it,1130,fix_it_yes,fix_it_no
048,"Cellphone sticky pocket",30,fix_it,1131,fix_it_no,fix_it_no
049,"Metal pen",4,colors,794,print_color_black,print_color_white
049,"Metal pen",4,colors,796,print_color_white,print_color_white
049,"Metal pen",4,colors,795,print_color_silver,print_color_white
049,"Metal pen",13,production_time,1134,industrial,budget
049,"Metal pen",13,production_time,754,budget,budget
049,"Metal pen",14,size,1071,metal_pen_4x0.8,metal_pen_4x0.8
049,"Metal pen",15,product_color,1088,product_color_white,product_color_white
049,"Metal pen",15,product_color,1113,metal_pen_dark_silver,product_color_white
049,"Metal pen",15,product_color,1114,metal_pen_light_silver,product_color_white
049,"Metal pen",15,product_color,1115,metal_pen_gold,product_color_white
049,"Metal pen",15,product_color,1116,metal_pen_blue,product_color_white
049,"Metal pen",30,fix_it,1131,fix_it_no,fix_it_no
049,"Metal pen",30,fix_it,1130,fix_it_yes,fix_it_no
050,"Decorated pen",4,colors,794,print_color_black,print_color_white
050,"Decorated pen",4,colors,796,print_color_white,print_color_white
050,"Decorated pen",4,colors,795,print_color_silver,print_color_white
050,"Decorated pen",13,production_time,1134,industrial,budget
050,"Decorated pen",13,production_time,754,budget,budget
050,"Decorated pen",14,size,1072,decorated_pen_4x0.8,decorated_pen_4x0.8
050,"Decorated pen",15,product_color,1088,product_color_white,decorated_pen_green
050,"Decorated pen",15,product_color,1117,decorated_pen_green,decorated_pen_green
050,"Decorated pen",15,product_color,1118,decorated_pen_blue,decorated_pen_green
050,"Decorated pen",15,product_color,1119,decorated_pen_pink,decorated_pen_green
050,"Decorated pen",15,product_color,1120,decorated_pen_red,decorated_pen_green
050,"Decorated pen",15,product_color,1121,decorated_pen_dark_green,decorated_pen_green
050,"Decorated pen",15,product_color,1122,decorated_pen_bordeaux,decorated_pen_green
050,"Decorated pen",15,product_color,1123,decorated_pen_orange,decorated_pen_green
050,"Decorated pen",15,product_color,1124,decorated_pen_purple,decorated_pen_green
050,"Decorated pen",15,product_color,1125,decorated_pen_azure,decorated_pen_green
050,"Decorated pen",15,product_color,1126,decorated_pen_emerald,decorated_pen_green
050,"Decorated pen",15,product_color,1127,decorated_pen_light_orange,decorated_pen_green
050,"Decorated pen",15,product_color,1128,decorated_pen_light_blue,decorated_pen_green
050,"Decorated pen",30,fix_it,1131,fix_it_no,fix_it_no
050,"Decorated pen",30,fix_it,1130,fix_it_yes,fix_it_no
051,"Work tag",4,colors,794,print_color_black,print_color_black
051,"Work tag",13,production_time,754,budget,budget
051,"Work tag",13,production_time,1134,industrial,budget
051,"Work tag",14,size,1073,work_tag_1.9x1.9,work_tag_1.9x1.9
051,"Work tag",15,product_color,1088,product_color_white,candies_black
051,"Work tag",15,product_color,895,candies_black,candies_black
051,"Work tag",15,product_color,897,candies_orange,candies_black
051,"Work tag",15,product_color,1094,work_tag_blue,candies_black
051,"Work tag",15,product_color,1095,work_tag_green,candies_black
051,"Work tag",15,product_color,1096,work_tag_purple,candies_black
051,"Work tag",15,product_color,1097,work_tag_red,candies_black
051,"Work tag",30,fix_it,1131,fix_it_no,fix_it_no
051,"Work tag",30,fix_it,1130,fix_it_yes,fix_it_no
052,Backpack,4,colors,794,print_color_black,print_color_white
052,Backpack,4,colors,796,print_color_white,print_color_white
052,Backpack,13,production_time,754,budget,budget
052,Backpack,13,production_time,1134,industrial,budget
052,Backpack,14,size,1074,backpack_9x10,backpack_9x10
052,Backpack,15,product_color,1087,product_color_black,product_color_black
052,Backpack,15,product_color,1099,backpack_blue,product_color_black
052,Backpack,15,product_color,1100,backpack_green,product_color_black
052,Backpack,15,product_color,1101,backpack_orange,product_color_black
052,Backpack,30,fix_it,1131,fix_it_no,fix_it_no
052,Backpack,30,fix_it,1130,fix_it_yes,fix_it_no
053,"Notebook hardcover",4,colors,794,print_color_black,print_color_black
053,"Notebook hardcover",4,colors,796,print_color_white,print_color_black
053,"Notebook hardcover",4,colors,795,print_color_silver,print_color_black
053,"Notebook hardcover",13,production_time,1134,industrial,budget
053,"Notebook hardcover",13,production_time,754,budget,budget
053,"Notebook hardcover",14,size,1075,notebook_hardcover_9.5x10,notebook_hardcover_9.5x10
053,"Notebook hardcover",15,product_color,1087,product_color_black,candies_white
053,"Notebook hardcover",15,product_color,901,candies_white,candies_white
053,"Notebook hardcover",15,product_color,1102,notebook_hardcover_blue,candies_white
053,"Notebook hardcover",30,fix_it,1131,fix_it_no,fix_it_no
053,"Notebook hardcover",30,fix_it,1130,fix_it_yes,fix_it_no
054,"Pocket mirror",4,colors,794,print_color_black,print_color_black
054,"Pocket mirror",13,production_time,754,budget,budget
054,"Pocket mirror",13,production_time,1134,industrial,budget
054,"Pocket mirror",14,size,1076,pocket_mirror_4.5x4.5,pocket_mirror_4.5x4.5
054,"Pocket mirror",15,product_color,1088,product_color_white,product_color_white
054,"Pocket mirror",15,product_color,1098,pocket_mirror_silver,product_color_white
054,"Pocket mirror",30,fix_it,1131,fix_it_no,fix_it_no
054,"Pocket mirror",30,fix_it,1130,fix_it_yes,fix_it_no
055,"Bottle opener",4,colors,796,print_color_white,print_color_white
055,"Bottle opener",13,production_time,754,budget,budget
055,"Bottle opener",13,production_time,1134,industrial,budget
055,"Bottle opener",14,size,1077,bottle_opener_4x0.9,bottle_opener_4x0.9
055,"Bottle opener",15,product_color,1087,product_color_black,product_color_black
055,"Bottle opener",30,fix_it,1130,fix_it_yes,fix_it_no
055,"Bottle opener",30,fix_it,1131,fix_it_no,fix_it_no
056,"Sport towel",4,colors,794,print_color_black,print_color_black
056,"Sport towel",13,production_time,754,budget,budget
056,"Sport towel",13,production_time,1134,industrial,budget
056,"Sport towel",14,size,1078,sport_towel_3x5,sport_towel_3x5
056,"Sport towel",30,fix_it,1130,fix_it_yes,fix_it_no
056,"Sport towel",30,fix_it,1131,fix_it_no,fix_it_no
057,"Steel bottle",4,colors,796,print_color_white,print_color_white
057,"Steel bottle",13,production_time,754,budget,budget
057,"Steel bottle",13,production_time,1134,industrial,budget
057,"Steel bottle",14,size,1079,steel_bottle_3x8,steel_bottle_3x8
057,"Steel bottle",15,product_color,879,shirt_black,shirt_black
057,"Steel bottle",15,product_color,1103,steel_bottle_blue,shirt_black
057,"Steel bottle",15,product_color,1104,steel_bottle_red,shirt_black
057,"Steel bottle",30,fix_it,1131,fix_it_no,fix_it_no
057,"Steel bottle",30,fix_it,1130,fix_it_yes,fix_it_no
058,"Plastic bottle",4,colors,796,print_color_white,print_color_white
058,"Plastic bottle",13,production_time,754,budget,budget
058,"Plastic bottle",13,production_time,1134,industrial,budget
058,"Plastic bottle",14,size,1080,plastic_bottle_4x7,plastic_bottle_4x7
058,"Plastic bottle",15,product_color,1105,plastic_bottle_red,plastic_bottle_red
058,"Plastic bottle",15,product_color,1132,plastic_bottle_blue,plastic_bottle_red
058,"Plastic bottle",30,fix_it,1130,fix_it_yes,fix_it_no
058,"Plastic bottle",30,fix_it,1131,fix_it_no,fix_it_no
059,"Plastic straw cup",4,colors,794,print_color_black,print_color_black
059,"Plastic straw cup",13,production_time,754,budget,budget
059,"Plastic straw cup",13,production_time,1134,industrial,budget
059,"Plastic straw cup",14,size,1081,plastic_straw_cup_4x7,plastic_straw_cup_4x7
059,"Plastic straw cup",15,product_color,1106,plastic_straw_cup_blue,plastic_straw_cup_blue
059,"Plastic straw cup",15,product_color,1107,plastic_straw_cup_green,plastic_straw_cup_blue
059,"Plastic straw cup",15,product_color,1108,plastic_straw_cup_orange,plastic_straw_cup_blue
059,"Plastic straw cup",15,product_color,1109,plastic_straw_cup_transparent,plastic_straw_cup_blue
059,"Plastic straw cup",30,fix_it,1131,fix_it_no,fix_it_no
059,"Plastic straw cup",30,fix_it,1130,fix_it_yes,fix_it_no
060,"Thermal mug",4,colors,794,print_color_black,print_color_white
060,"Thermal mug",4,colors,796,print_color_white,print_color_white
060,"Thermal mug",13,production_time,754,budget,budget
060,"Thermal mug",13,production_time,1134,industrial,budget
060,"Thermal mug",14,size,1082,thermal_mug_3.5x4,thermal_mug_3.5x4
060,"Thermal mug",15,product_color,1087,product_color_black,product_color_black
060,"Thermal mug",15,product_color,1088,product_color_white,product_color_black
060,"Thermal mug",15,product_color,1110,thermal_mug_blue,product_color_black
060,"Thermal mug",30,fix_it,1131,fix_it_no,fix_it_no
